,Contrast,abbrev,A,B,mean(A),std(A),mean(B),std(B),Paired,Parametric,T,dof,Tail,p-unc,p-corr,p-adjust,BF10,cohen
269,abbrev * group_label,LAT,cue,alcohol,8694315.553306,3336506.0472788266,5296085.865024,1348181.6864567262,False,True,2.1115680732035913,8.0,one-sided,0.03385394782176011,0.299081233260937,fdr_bh,3.11,1.3354729091633013
270,abbrev * group_label,MED,relapse,control,9229661.015568,1965750.3170774782,5992381.361864001,2474697.1533192247,False,True,2.290442661348586,8.0,one-sided,0.025614720954621736,0.29390100177150913,fdr_bh,3.668,1.4486031319758488
271,abbrev * group_label,MED,relapse,cue,9229661.015568,1965750.3170774782,8948641.739742,4422823.521127514,False,True,0.12983036753159713,8.0,one-sided,0.4499528472079366,0.48677639977688336,fdr_bh,0.99,0.08211193417132395
272,abbrev * group_label,MED,relapse,alcohol,9229661.015568,1965750.3170774782,5392429.304169999,919154.4875865508,False,True,3.954010267393883,8.0,one-sided,0.0021061286401713245,0.14043103926965475,fdr_bh,18.991,2.5007356673312153
273,abbrev * group_label,MED,control,cue,5992381.361864001,2474697.1533192247,8948641.739742,4422823.521127514,False,True,-1.3043187105004248,8.0,one-sided,0.11419867139192302,0.37283640970097315,fdr_bh,1.611,-0.8249235839910242
274,abbrev * group_label,MED,control,alcohol,5992381.361864001,2474697.1533192247,5392429.304169999,919154.4875865508,False,True,0.5081795935824145,8.0,one-sided,0.3125201844084404,0.44934306450431516,fdr_bh,1.067,0.32140099522782317
275,abbrev * group_label,MED,cue,alcohol,8948641.739742,4422823.521127514,5392429.304169999,919154.4875865508,False,True,1.7603194682471637,8.0,one-sided,0.05819508128440853,0.34508662235315934,fdr_bh,2.288,1.1133237858394973
276,abbrev * group_label,MTN,relapse,control,24436841.8922,6540186.69515617,12339644.059506,7915609.236252559,False,True,2.634424789494112,8.0,one-sided,0.0149857928232762,0.26199299866900116,fdr_bh,5.096,1.666156531842203
277,abbrev * group_label,MTN,relapse,cue,24436841.8922,6540186.69515617,25476914.356208,11671098.00019521,False,True,-0.17383449125051187,8.0,one-sided,0.43315688716680323,0.4803232280682988,fdr_bh,0.994,-0.10994258564964585
278,abbrev * group_label,MTN,relapse,alcohol,24436841.8922,6540186.69515617,13647446.121712,4644395.687762229,False,True,3.007644960992572,8.0,one-sided,0.00843698545743699,0.19895588962421182,fdr_bh,7.363,1.9022016939729618
279,abbrev * group_label,MTN,control,cue,12339644.059506,7915609.236252559,25476914.356208,11671098.00019521,False,True,-2.0830705270951264,8.0,one-sided,0.035388268546667614,0.3026096469898204,fdr_bh,3.031,-1.3174494784776178
280,abbrev * group_label,MTN,control,alcohol,12339644.059506,7915609.236252559,13647446.121712,4644395.687762229,False,True,-0.31864024676355535,8.0,one-sided,0.37907967467120585,0.4701479979304623,fdr_bh,1.017,-0.20152578679418617
281,abbrev * group_label,MTN,cue,alcohol,25476914.356208,11671098.00019521,13647446.121712,4644395.687762229,False,True,2.1058015949143423,8.0,one-sided,0.03415906680749227,0.299081233260937,fdr_bh,3.094,1.3318258680689135
282,abbrev * group_label,RT,relapse,control,5490057.770384001,1360716.2148209703,3687337.8215744,1770229.5599850412,False,True,1.8053828099493856,8.0,one-sided,0.054327599385424453,0.3421626445765242,fdr_bh,2.377,1.1418243455909913
283,abbrev * group_label,RT,relapse,cue,5490057.770384001,1360716.2148209703,5185568.89704,2288348.3819836974,False,True,0.25573602568815085,8.0,one-sided,0.4023036666410875,0.4737931683787024,fdr_bh,1.005,0.16174166418677724
284,abbrev * group_label,RT,relapse,alcohol,5490057.770384001,1360716.2148209703,4463461.521810001,1512188.3368710144,False,True,1.1284327289891931,8.0,one-sided,0.14591918283590266,0.4013633958304434,fdr_bh,1.435,0.713683521977073
285,abbrev * group_label,RT,control,cue,3687337.8215744,1770229.5599850412,5185568.89704,2288348.3819836974,False,True,-1.1579626776348346,8.0,one-sided,0.1401392060505641,0.3969306003778547,fdr_bh,1.462,-0.7323599013586792
286,abbrev * group_label,RT,control,alcohol,3687337.8215744,1770229.5599850412,4463461.521810001,1512188.3368710144,False,True,-0.7454168872293662,8.0,one-sided,0.23867332617198617,0.4297928249480447,fdr_bh,1.168,-0.47144303399953535
287,abbrev * group_label,RT,cue,alcohol,5185568.89704,2288348.3819836974,4463461.521810001,1512188.3368710144,False,True,0.5886863713230439,8.0,one-sided,0.28615691846143854,0.4385261629573885,fdr_bh,1.097,0.3723179521760899
288,abbrev * group_label,GENd,relapse,control,8379753.338038,3640945.3860345003,6375037.07061,2976543.6883668867,False,True,0.953194929308237,8.0,one-sided,0.1842000302046172,0.4056412224739709,fdr_bh,1.294,0.6028534061474431
289,abbrev * group_label,GENd,relapse,cue,8379753.338038,3640945.3860345003,7113558.984681999,1893635.2802942162,False,True,0.6898968893862987,8.0,one-sided,0.2548865573947501,0.4374170565577341,fdr_bh,1.14,0.4363291042251896
290,abbrev * group_label,GENd,relapse,alcohol,8379753.338038,3640945.3860345003,3652803.5778000006,1953912.858573677,False,True,2.5579677173035185,8.0,one-sided,0.016876769094866056,0.2638392558287007,fdr_bh,4.732,1.617800833572164
291,abbrev * group_label,GENd,control,cue,6375037.07061,2976543.6883668867,7113558.984681999,1893635.2802942162,False,True,-0.46810071243733054,8.0,one-sided,0.3261004195968391,0.452867723106175,fdr_bh,1.055,-0.29605288512989464
292,abbrev * group_label,GENd,control,alcohol,6375037.07061,2976543.6883668867,3652803.5778000006,1953912.858573677,False,True,1.7095903663345813,8.0,one-sided,0.06285691181237381,0.35066039861458087,fdr_bh,2.194,1.0812398846997844
293,abbrev * group_label,GENd,cue,alcohol,7113558.984681999,1893635.2802942162,3652803.5778000006,1953912.858573677,False,True,2.8440259450568406,8.0,one-sided,0.010838651415543063,0.22429372521144217,fdr_bh,6.26,1.7987199421985018
294,abbrev * group_label,PP,relapse,control,10187514.285712,2830223.685188033,7810278.296704,5556938.7841950925,False,True,0.8523928694300237,8.0,one-sided,0.20939083012596443,0.4209069934429429,fdr_bh,1.228,0.5391005857370772
295,abbrev * group_label,PP,relapse,cue,10187514.285712,2830223.685188033,7863995.776773999,3130239.693397889,False,True,1.2311661193984862,8.0,one-sided,0.12661245287153336,0.3938191018764872,fdr_bh,1.533,0.7786578230660057
296,abbrev * group_label,PP,relapse,alcohol,10187514.285712,2830223.685188033,7403175.961537999,5661329.016170866,False,True,0.9836648021027657,8.0,one-sided,0.17704517111476736,0.4056412224739709,fdr_bh,1.317,0.6221242457567052
297,abbrev * group_label,PP,control,cue,7810278.296704,5556938.7841950925,7863995.776773999,3130239.693397889,False,True,-0.01883306485702174,8.0,one-sided,0.49271775654817646,0.49907438139656474,fdr_bh,0.985,-0.011911076053972408
298,abbrev * group_label,PP,control,alcohol,7810278.296704,5556938.7841950925,7403175.961537999,5661329.016170866,False,True,0.1147516630611712,8.0,one-sided,0.4557349072643584,0.4879780316431462,fdr_bh,0.989,0.07257532411310214
